원본표기,정규화키,학교급,출현횟수
은석초등학교,은석초등학교,초,332
금성초등학교,금성초등학교,초,295
한국체육대학교,한국체육대학교,대,224
대구교대안동부설초등학교,대구교대안동부설초등학교,초,126
사내초등학교,사내초등학교,초,116
단국대학교,단국대학교,대,105
버들개초등학교,버들개초등학교,초,90
금병초등학교,금병초등학교,초,83
서현고등학교,서현고등학교,고,83
서현중학교,서현중학교,중,77
양평초등학교,양평초등학교,초,75
신목고등학교,신목고등학교,고,72
대구교육대안동부설초등학교,대구교육대안동부설초등학교,초,68
유촌초등학교,유촌초등학교,초,65
노원고등학교,노원고등학교,고,62
경기일반,경기일반,기타,61
경의초등학교,경의초등학교,초,59
서울일반,서울일반,기타,59
선곡초등학교,선곡초등학교,초,59
경희대학교,경희대학교,대,57
USC,USC,기타,56
의정부고등학교,의정부고등학교,고,56
청원초등학교,청원초등학교,초,56
사동초등학교,사동초등학교,초,53
삼육초등학교,삼육초등학교,초,53
양주백석중학교,양주백석중학교,중,53
원묵초등학교,원묵초등학교,초,51
화랑초등학교,화랑초등학교,초,51
원주중앙초등학교,원주중앙초등학교,초,50
의정부중학교,의정부중학교,중,50
태강삼육초등학교,태강삼육초등학교,초,50
화성시청,화성시청,실업,49
성남시청,성남시청,실업,48
양주백석초등학교,양주백석초등학교,초,48
S.S.S.C.(서울스피드스케이트클럽),S.S.S.C.(서울스피드스케이트클럽),실업,47
의정부시청,의정부시청,실업,45
동북고등학교,동북고등학교,고,44
달산초등학교,달산초등학교,초,43
서울시청,서울시청,실업,43
신목중학교,신목중학교,중,43
양구초등학교,양구초등학교,초,42
경신고등학교,경신고등학교,고,41
리라초등학교,리라초등학교,초,41
성림초등학교,성림초등학교,초,39
경신중학교,경신중학교,중,38
화수중학교,화수중학교,중,38
고양시청,고양시청,실업,37
상명초등학교,상명초등학교,초,37
의정부여자고등학교,의정부여자고등학교,고,37
성동초등학교,성동초등학교,초,36
용인대학교,용인대학교,대,35
춘천교육대학교부설초등학교,춘천교육대학교부설초등학교,초,35
양주백석고등학교,양주백석고등학교,고,33
과천중학교,과천중학교,중,32
남춘천중학교,남춘천중학교,중,32
녹양초등학교,녹양초등학교,초,32
의정부여자중학교,의정부여자중학교,중,32
전주제일고등학교,전주제일고등학교,고,32
춘천교육대학교 부설 초등학교,춘천교육대학교부설초등학교,초,32
봄내초등학교,봄내초등학교,초,31
불암초등학교,불암초등학교,초,31
스포츠토토빙상단,스포츠토토빙상단,기타,31
전북일반,전북일반,기타,31
경희사이버대학교,경희사이버대학교,대,30
은석초등,은석초등,기타,30
정화중학교,정화중학교,중,30
철원초등학교,철원초등학교,초,30
춘천삼육초등학교,춘천삼육초등학교,초,30
태랑초등학교,태랑초등학교,초,30
한신초등학교,한신초등학교,초,30
강원체육고등학교,강원체육고등학교,고,29
광주상무초등학교,광주상무초등학교,초,29
불암중학교,불암중학교,중,29
오성중학교,오성중학교,중,29
Team - Uep,Team-Uep,기타,27
부산명진중학교,부산명진중학교,중,27
세화여자고등학교,세화여자고등학교,고,27
전주서신중학교,전주서신중학교,중,27
정화여자고등학교,정화여자고등학교,고,27
철원빙상연맹,철원빙상연맹,실업,27
화정고등학교,화정고등학교,고,27
길주중학교,길주중학교,중,26
동두천고등학교,동두천고등학교,고,26
동북중학교,동북중학교,중,26
동인초등학교,동인초등학교,초,26
만덕고등학교,만덕고등학교,고,26
성남매송초등학교,성남매송초등학교,초,26
성원초등학교,성원초등학교,초,25
을지초등학교,을지초등학교,초,25
지촌초등학교,지촌초등학교,초,25
태랑중학교,태랑중학교,중,25
행신고등학교,행신고등학교,고,25
화천초등학교,화천초등학교,초,25
강릉시청,강릉시청,실업,24
부림중학교,부림중학교,중,24
안동길주초등학교,안동길주초등학교,초,24
전라북도청,전라북도청,실업,24
과천고등학교,과천고등학교,고,22
광주빙상경기연맹,광주빙상경기연맹,실업,22
덕송초등학교,덕송초등학교,초,22
동두천시청,동두천시청,실업,22
동북초등학교,동북초등학교,초,22
제천여자중학교,제천여자중학교,중,22
지촌(지암)초등학교,지촌(지암)초등학교,초,22
화접초등학교,화접초등학교,초,22
경기고등학교,경기고등학교,고,21
계명대학교,계명대학교,대,21
권팀,권팀,기타,21
남춘천여자중학교,남춘천여자중학교,중,21
판곡고등학교,판곡고등학교,고,21
평촌고등학교,평촌고등학교,고,21
강원일반,강원일반,기타,20
계성초등학교,계성초등학교,초,20
광문고등학교,광문고등학교,고,20
대광초등학교,대광초등학교,초,20
만천초등학교,만천초등학교,초,20
서현초등학교,서현초등학교,초,20
성신여자대학교,성신여자대학교,대,20
소양초등학교,소양초등학교,초,20
안동송현초등학교,안동송현초등학교,초,20
제천중학교,제천중학교,중,20
동두천중학교,동두천중학교,중,19
동성초등학교,동성초등학교,초,19
원묵중학교,원묵중학교,중,19
의정부시스포츠클럽,의정부시스포츠클럽,실업,19
MIN TEAM,MINTEAM,기타,18
김형호,김형호,기타,18
봉화초등학교,봉화초등학교,초,18
서울삼육초등학교,서울삼육초등학교,초,18
세광중학교,세광중학교,중,18
오륜중학교,오륜중학교,중,18
중화초등학교,중화초등학교,초,18
팀 알바트로스(SAC),팀알바트로스(SAC),기타,18
경희초등학교,경희초등학교,초,17
고려대학교,고려대학교,대,17
양주덕현초등학교,양주덕현초등학교,초,17
전주전일초등학교,전주전일초등학교,초,17
평촌중학교,평촌중학교,중,17
금성초등,금성초등,기타,16
명덕초등학교,명덕초등학교,초,16
신현고등학교,신현고등학교,고,16
안동서부초등학교,안동서부초등학교,초,16
한광고등학교,한광고등학교,고,16
JS,JS,기타,15
N-Prime,N-Prime,기타,15
광운중학교,광운중학교,중,15
국군체육부대,국군체육부대학교,대,15
면목초등학교,면목초등학교,초,15
목일중학교,목일중학교,중,15
불암고등학교,불암고등학교,고,15
사내중학교,사내중학교,중,15
성일초등학교,성일초등학교,초,15
신현초등학교,신현초등학교,초,15
장평초등학교,장평초등학교,초,15
제천여자고등학교,제천여자고등학교,고,15
중앙초,중앙초등학교,초,15
청계초등학교,청계초등학교,초,15
춘천교대부설초등학교,춘천교대부설초등학교,초,15
한가람초등학교,한가람초등학교,초,15
한국스포츠레저주식회사(스포츠토토빙상단),한국스포츠레저주식회사(스포츠토토빙상단),기타,15
akh,akh,기타,14
동명초등학교,동명초등학교,초,14
목운초등학교,목운초등학교,초,14
안동초등학교,안동초등학교,초,14
유봉여자고등학교,유봉여자고등학교,고,14
일반,일반,기타,14
전북스포츠클럽,전북스포츠클럽,실업,14
전북연맹,전북연맹,실업,14
춘천교육대부설초,춘천교육대부설초등학교,초,14
충북일반,충북일반,기타,14
한별초등학교,한별초등학교,초,14
강원도청,강원도청,실업,13
남부초등학교,남부초등학교,초,13
도농초등학교,도농초등학교,초,13
동오초등학교,동오초등학교,초,13
만수초등학교,만수초등학교,초,13
명진중학교,명진중학교,중,13
백구스케이팅클럽,백구스케이팅클럽,실업,13
서울시청 스피드팀,서울시청스피드팀,실업,13
심석초등학교,심석초등학교,초,13
하남 스킬업아레나,하남스킬업아레나,기타,13
효자초등학교,효자초등학교,초,13
과천초등학교,과천초등학교,초,12
광운전자공업고등학교,광운전자공업고등학교,고,12
낙생초등학교,낙생초등학교,초,12
단성중학교,단성중학교,중,12
도제원초등학교,도제원초등학교,초,12
별가람중학교,별가람중학교,중,12
별가람초등학교,별가람초등학교,초,12
삼현초등학교,삼현초등학교,초,12
서울시청 쇼트트랙부,서울시청쇼트트랙부,실업,12
서울태랑초등학교,서울태랑초등학교,초,12
세화고등학교,세화고등학교,고,12
양오초등학교,양오초등학교,초,12
영훈초등학교,영훈초등학교,초,12
인천위두클럽,인천위두클럽,실업,12
인천일반,인천일반,기타,12
전북공공스포츠클럽,전북공공스포츠클럽,실업,12
충북연맹,충북연맹,실업,12
한밭초등학교,한밭초등학교,초,12
홍익,홍익,기타,12
club ice runner,clubicerunner,기타,11
광운초등학교,광운초등학교,초,11
녹양중학교,녹양중학교,중,11
서울둔촌초등학교,서울둔촌초등학교,초,11
서울세륜초등학교,서울세륜초등학교,초,11
양평중학교,양평중학교,중,11
연세대학교,연세대학교,대,11
월촌중학교,월촌중학교,중,11
이인원,이인원,기타,11
잠실초등학교,잠실초등학교,초,11
장락초등학교,장락초등학교,초,11
청원중학교,청원중학교,중,11
토평초등학교,토평초등학교,초,11
한국호텔관광고등학교,한국호텔관광고등학교,고,11
홍익디자인고등학교,홍익디자인고등학교,고,11
club wido,clubwido,기타,10
꿈꾸는스케이트교실,꿈꾸는스케이트교실,기타,10
덕성초등학교,덕성초등학교,초,10
도장중학교,도장중학교,중,10
동부초등학교,동부초등학교,초,10
문정중학교,문정중학교,중,10
서울경인초등학교,서울경인초등학교,초,10
성내중학교,성내중학교,중,10
성신초등학교,성신초등학교,초,10
수리고등학교,수리고등학교,고,10
신내초등학교,신내초등학교,초,10
용동초등학교,용동초등학교,초,10
은봉초등학교,은봉초등학교,초,10
의정부초등학교,의정부초등학교,초,10
이문초등학교,이문초등학교,초,10
청원고등학교,청원고등학교,고,10
초당초등학교,초당초등학교,초,10
팀 레볼루션,팀레볼루션,기타,10
한강중학교,한강중학교,중,10
한별중학교,한별중학교,중,10
강명초등학교,강명초등학교,초,9
경기도빙상경기연맹,경기도빙상경기연맹,실업,9
경북대학교사범대학부설초등학교,경북대학교사범대학부설초등학교,초,9
광남초등학교,광남초등학교,초,9
광주빙상 Leaders,광주빙상Leaders,기타,9
대광중학교,대광중학교,중,9
대구일중학교,대구일중학교,중,9
동두천여자중학교,동두천여자중학교,중,9
명진초등학교,명진초등학교,초,9
사근초등학교,사근초등학교,초,9
석계초등학교,석계초등학교,초,9
세륜중학교,세륜중학교,중,9
송양초등학교,송양초등학교,초,9
안동강남초등학교,안동강남초등학교,초,9
연수여자고등학교,연수여자고등학교,고,9
온곡초등학교,온곡초등학교,초,9
월봉초등학교,월봉초등학교,초,9
의정부효자초등학교,의정부효자초등학교,초,9
이화여자대학교,이화여자대학교,대,9
창덕여자고등학교,창덕여자고등학교,고,9
천천고등학교,천천고등학교,고,9
태릉초등학교,태릉초등학교,초,9
갈매초등학교,갈매초등학교,초,8
강릉연곡초등학교,강릉연곡초등학교,초,8
강원특별자치도청,강원특별자치도청,실업,8
개운중학교,개운중학교,중,8
경북빙상 경기연맹,경북빙상경기연맹,실업,8
광운대 H.C클럽,광운대H.C클럽,실업,8
광주상무고등학교,광주상무고등학교,고,8
대구범어초등학교,대구범어초등학교,초,8
대구일반,대구일반,기타,8
대림대학교,대림대학교,대,8
대방초등학교,대방초등학교,초,8
덕소초등학교,덕소초등학교,초,8
동래초등학교,동래초등학교,초,8
둔촌고등학교,둔촌고등학교,고,8
반포중학교,반포중학교,중,8
별내고등학교,별내고등학교,고,8
부흥고등학교,부흥고등학교,고,8
분당초등학교,분당초등학교,초,8
상패초등학교,상패초등학교,초,8
서울태릉초등학교,서울태릉초등학교,초,8
신송고등학교,신송고등학교,고,8
우석초등학교,우석초등학교,초,8
의림초등학교,의림초등학교,초,8
전라남도빙상연맹,전라남도빙상연맹,실업,8
전북도청,전북도청,실업,8
제천고등학교,제천고등학교,고,8
중평초등학교,중평초등학교,초,8
지촌초지암분교장,지촌초지암분교장,기타,8
지행초등학교,지행초등학교,초,8
진접초등학교,진접초등학교,초,8
콜핑팀,콜핑팀,기타,8
태원고등학교,태원고등학교,고,8
팀 아이스워커스(IWSC),팀아이스워커스(IWSC),기타,8
한국스피드스케이팅클럽,한국스피드스케이팅클럽,실업,8
한국체대,한국체대학교,대,8
JYskate,JYskate,기타,7
갈매중학교,갈매중학교,중,7
강일중학교,강일중학교,중,7
경기초등학교,경기초등학교,초,7
광숭초등학교,광숭초등학교,초,7
구룡초등학교,구룡초등학교,초,7
금교초등학교,금교초등학교,초,7
길주초등학교,길주초등학교,초,7
낙원중학교,낙원중학교,중,7
내정초등학교,내정초등학교,초,7
녹천초등학교,녹천초등학교,초,7
누원초등학교,누원초등학교,초,7
단국대,단국대학교,대,7
대광초,대광초등학교,초,7
대구용지초등학교,대구용지초등학교,초,7
동의대학교,동의대학교,대,7
명지대학교,명지대학교,대,7
민락초등학교,민락초등학교,초,7
백문초등학교,백문초등학교,초,7
산마루초등학교,산마루초등학교,초,7
샛별초등학교,샛별초등학교,초,7
서울시청쇼트트랙팀,서울시청쇼트트랙팀,실업,7
서울영도초등학교,서울영도초등학교,초,7
세화여자중학교,세화여자중학교,중,7
수원경성고등학교,수원경성고등학교,고,7
순천왕운초등학교,순천왕운초등학교,초,7
신현중학교,신현중학교,중,7
안동레이싱클럽,안동레이싱클럽,실업,7
온양풍기초등학교,온양풍기초등학교,초,7
용원초등학교,용원초등학교,초,7
중랑초등학교,중랑초등학교,초,7
진안중학교,진안중학교,중,7
창도초등학교,창도초등학교,초,7
청원초,청원초등학교,초,7
청원초등하교,청원초등하교,기타,7
춘천스포츠클럽,춘천스포츠클럽,실업,7
춘천초등학교,춘천초등학교,초,7
칠성고등학교,칠성고등학교,고,7
태릉빙상클럽,태릉빙상클럽,실업,7
태릉스케이팅클럽,태릉스케이팅클럽,실업,7
하계중학교,하계중학교,중,7
한강초등학교,한강초등학교,초,7
해밀초등학교,해밀초등학교,초,7
해솔중학교,해솔중학교,중,7
혜화초등학교,혜화초등학교,초,7
호원초등학교,호원초등학교,초,7
홍광초등학교,홍광초등학교,초,7
홍대부초,홍대부초등학교,초,7
휘경여자중학교,휘경여자중학교,중,7
DSC,DSC,기타,6
KNSU YJ,KNSUYJ,기타,6
TEAM SKI,TEAMSKI,기타,6
TEAM.DJ,TEAM.DJ,기타,6
clubicerunner,clubicerunner,기타,6
경북빙상경기연맹,경북빙상경기연맹,실업,6
경포초등학교,경포초등학교,초,6
고양화수초등학교,고양화수초등학교,초,6
공연초등학교,공연초등학교,초,6
광양덕례초등학교,광양덕례초등학교,초,6
광운대학교,광운대학교,대,6
구지초등학교,구지초등학교,초,6
남양주덕송초등학교,남양주덕송초등학교,초,6
남양주샛별초등학교,남양주샛별초등학교,초,6
다솔초등학교,다솔초등학교,초,6
대구달산초등학교,대구달산초등학교,초,6
대구동도초등학교,대구동도초등학교,초,6
대구동일초등학교,대구동일초등학교,초,6
도심초등학교,도심초등학교,초,6
동산초등학교,동산초등학교,초,6
동원초등학교,동원초등학교,초,6
두산초등학교,두산초등학교,초,6
디지털서울문화예술대학교,디지털서울문화예술대학교,대,6
백양중학교,백양중학교,중,6
범일초등학교,범일초등학교,초,6
별내초등학교,별내초등학교,초,6
사월초등학교,사월초등학교,초,6
상무중학교,상무중학교,중,6
상수초등학교,상수초등학교,초,6
새말초등학교,새말초등학교,초,6
서울목동초등학교,서울목동초등학교,초,6
서울상수초등학교,서울상수초등학교,초,6
서울정목초등학교,서울정목초등학교,초,6
서원고등학교,서원고등학교,고,6
세종초등학교,세종초등학교,초,6
수성초등학교,수성초등학교,초,6
수송초등학교,수송초등학교,초,6
숭인초등학교,숭인초등학교,초,6
신동초등학교,신동초등학교,초,6
신용산초등학교,신용산초등학교,초,6
안동복주초등학교,안동복주초등학교,초,6
안일초등학교,안일초등학교,초,6
양구중학교,양구중학교,중,6
양덕초등학교,양덕초등학교,초,6
양영초등학교,양영초등학교,초,6
영서SC,영서SC,기타,6
영신초등학교,영신초등학교,초,6
오동초등학교,오동초등학교,초,6
용두초등학교,용두초등학교,초,6
용마초등학교,용마초등학교,초,6
원스케이팅클럽,원스케이팅클럽,실업,6
은석초,은석초등학교,초,6
의정부빙상장,의정부빙상장,기타,6
인천연화중학교,인천연화중학교,중,6
재호주대한체육회,재호주대한체육회,실업,6
저동초등학교,저동초등학교,초,6
전남일반,전남일반,기타,6
전북특별자치도청,전북특별자치도청,실업,6
중앙초등학교,중앙초등학교,초,6
창일초등학교,창일초등학교,초,6
천호초등학교,천호초등학교,초,6
청원여자고등학교,청원여자고등학교,고,6
청학고등학교,청학고등학교,고,6
태강삼육초,태강삼육초등학교,초,6
평촌초등학교,평촌초등학교,초,6
한림성심대학,한림성심대학,기타,6
한천초등학교,한천초등학교,초,6
해민초등학교,해민초등학교,초,6
호동초등학교,호동초등학교,초,6
휘문고등학교,휘문고등학교,고,6
경기초,경기초등학교,초,5
경동초등학교,경동초등학교,초,5
공릉중학교,공릉중학교,중,5
광양칠성초등학교,광양칠성초등학교,초,5
국민대학교,국민대학교,대,5
금명초등학교,금명초등학교,초,5
금부초등학교,금부초등학교,초,5
남춘천초등학교,남춘천초등학교,초,5
능내초등학교,능내초등학교,초,5
대광고등학교,대광고등학교,고,5
대전용산초등학교,대전용산초등학교,초,5
대화중학교,대화중학교,중,5
도농중학교,도농중학교,중,5
동국대학교사범대학부속중학교,동국대학교사범대학부속중학교,중,5
동수원중학교,동수원중학교,중,5
동아대학교,동아대학교,대,5
두암초등학교,두암초등학교,초,5
만호초등학교,만호초등학교,초,5
목동초등학교,목동초등학교,초,5
목운초,목운초등학교,초,5
묵현초등학교,묵현초등학교,초,5
문원초등학교,문원초등학교,초,5
별가람고등학교,별가람고등학교,고,5
보평초등학교,보평초등학교,초,5
복주초등학교,복주초등학교,초,5
봉명중학교,봉명중학교,중,5
부산북구청,부산북구청,실업,5
부산삼육초등학교,부산삼육초등학교,초,5
부산화정초등학교,부산화정초등학교,초,5
비산초등학교,비산초등학교,초,5
살레시오초등학교,살레시오초등학교,초,5
상곡초등학교,상곡초등학교,초,5
상천초등학교,상천초등학교,초,5
상탑초등학교,상탑초등학교,초,5
새솔초등학교,새솔초등학교,초,5
서울서정초등학교,서울서정초등학교,초,5
서울신정고등학교,서울신정고등학교,고,5
서울여의도초등학교,서울여의도초등학교,초,5
서울여자대학교,서울여자대학교,대,5
서울왕북초등학교,서울왕북초등학교,초,5
서울잠원초등학교,서울잠원초등학교,초,5
석사초등학교,석사초등학교,초,5
솔올중학교,솔올중학교,중,5
신도초등학교,신도초등학교,초,5
신묵초등학교,신묵초등학교,초,5
왕북초등학교,왕북초등학교,초,5
용인시청,용인시청,실업,5
우리은행,우리은행,실업,5
울산과학대학교,울산과학대학교,대,5
응봉초등학교,응봉초등학교,초,5
의정부여고,의정부여고등학교,고,5
인천스케이팅클럽,인천스케이팅클럽,실업,5
잠신중학교,잠신중학교,중,5
잠실중학교,잠실중학교,중,5
잠일초등학교,잠일초등학교,초,5
전주서일초등학교,전주서일초등학교,초,5
제천화산초등학교,제천화산초등학교,초,5
중곡초등학교,중곡초등학교,초,5
춘교부초등학교,춘교부초등학교,초,5
춘천시청,춘천시청,실업,5
충청북도체육회,충청북도체육회,실업,5
탑동초등학교,탑동초등학교,초,5
홍대부속초등학교,홍대부속초등학교,초,5
화계중학교,화계중학교,중,5
화성벌말초등학교,화성벌말초등학교,초,5
TEAM JOH,TEAMJOH,기타,4
TEAMRYU,TEAMRYU,기타,4
clubwido,clubwido,기타,4
가평초등학교,가평초등학교,초,4
강릉교동초등학교,강릉교동초등학교,초,4
경덕중학교,경덕중학교,중,4
경희대,경희대학교,대,4
계성초,계성초등학교,초,4
관동대학교,관동대학교,대,4
광주광명초등학교,광주광명초등학교,초,4
광주교대부설초등학교,광주교대부설초등학교,초,4
광주일반,광주일반,기타,4
광희중학교,광희중학교,중,4
금당중학교,금당중학교,중,4
금양초등학교,금양초등학교,초,4
금오초등학교,금오초등학교,초,4
남달리,남달리,기타,4
남성초등학교,남성초등학교,초,4
단산고등학교,단산고등학교,고,4
답십리초등학교,답십리초등학교,초,4
대구광역시 빙상경기연맹,대구광역시빙상경기연맹,실업,4
대전문정초등학교,대전문정초등학교,초,4
대전삼천초등학교,대전삼천초등학교,초,4
대전신평초등학교,대전신평초등학교,초,4
덕현중학교,덕현중학교,중,4
동자초등학교,동자초등학교,초,4
리라,리라,기타,4
매송중학교,매송중학교,중,4
매원초등학교,매원초등학교,초,4
명일초등학교,명일초등학교,초,4
목동중학교,목동중학교,중,4
목암초등학교,목암초등학교,초,4
목운중학교,목운중학교,중,4
반송초등학교,반송초등학교,초,4
반포초등학교,반포초등학교,초,4
병점중학교,병점중학교,중,4
봄내초교,봄내초교,기타,4
부산광역시빙상경기연맹,부산광역시빙상경기연맹,실업,4
부산일반,부산일반,기타,4
부암초등학교,부암초등학교,초,4
분포초등학교,분포초등학교,초,4
불로초등학교,불로초등학교,초,4
삼숭초등학교,삼숭초등학교,초,4
삼육초,삼육초등학교,초,4
서곡초등학교,서곡초등학교,초,4
서울방산초등학교,서울방산초등학교,초,4
서울버들초등학교,서울버들초등학교,초,4
서울시청스피드팀,서울시청스피드팀,실업,4
서울을지초등학교,서울을지초등학교,초,4
서울일신초등학교,서울일신초등학교,초,4
서울자운초등학교,서울자운초등학교,초,4
서울잠동초등학교,서울잠동초등학교,초,4
서울장평초등학교,서울장평초등학교,초,4
서울한천초등학교,서울한천초등학교,초,4
선덕중학교,선덕중학교,중,4
선사초등학교,선사초등학교,초,4
성남송현초등학교,성남송현초등학교,초,4
성라초등학교,성라초등학교,초,4
세화여고,세화여고등학교,고,4
송원초등학교,송원초등학교,초,4
송화초등학교,송화초등학교,초,4
스킬업아레나,스킬업아레나,기타,4
신곡초등학교,신곡초등학교,초,4
신촌초등학교,신촌초등학교,초,4
안동영가초등학교,안동영가초등학교,초,4
안말초등학교,안말초등학교,초,4
안양부안초등학교,안양부안초등학교,초,4
양남초등학교,양남초등학교,초,4
양평군청,양평군청,실업,4
여의도고등학교,여의도고등학교,고,4
여의도중학교,여의도중학교,중,4
연동초등학교,연동초등학교,초,4
영파여자고등학교,영파여자고등학교,고,4
오송중학교,오송중학교,중,4
오현초등학교,오현초등학교,초,4
용성초등학교,용성초등학교,초,4
운리중학교,운리중학교,중,4
운리초등학교,운리초등학교,초,4
월계중학교,월계중학교,중,4
월곡초등학교,월곡초등학교,초,4
의정부청룡초등학교,의정부청룡초등학교,초,4
이담초등학교,이담초등학교,초,4
이매초등학교,이매초등학교,초,4
인천논현고등학교,인천논현고등학교,고,4
자운초등학교,자운초등학교,초,4
잠신초등학교,잠신초등학교,초,4
잠원초등학교,잠원초등학교,초,4
장월초등학교,장월초등학교,초,4
정배초등학교,정배초등학교,초,4
정신여자중학교,정신여자중학교,중,4
중계중학교,중계중학교,중,4
중계초등학교,중계초등학교,초,4
중앙대학교,중앙대학교,대,4
중원초등학교,중원초등학교,초,4
지촌초등학교지암분교,지촌초등학교지암분교,기타,4
진월초등학교,진월초등학교,초,4
천천중학교,천천중학교,중,4
청구초등학교,청구초등학교,초,4
청주대성초등학교,청주대성초등학교,초,4
침산중학교,침산중학교,중,4
태릉고등학교,태릉고등학교,고,4
태봉초등학교,태봉초등학교,초,4
포일초등학교,포일초등학교,초,4
풍납중학교,풍납중학교,중,4
피아이씨스포츠클럽,피아이씨스포츠클럽,실업,4
하탑중학교,하탑중학교,중,4
학사초등학교,학사초등학교,초,4
한남초등학교,한남초등학교,초,4
한림성심대학교,한림성심대학교,대,4
한양중학교,한양중학교,중,4
해오름초등학교,해오름초등학교,초,4
형일초등학교,형일초등학교,초,4
JH서울,JH서울,기타,3
S.Team.SSUN,S.Team.SSUN,기타,3
jwon,jwon,기타,3
가곡초등학교,가곡초등학교,초,3
가납초등학교,가납초등학교,초,3
가야초등학교,가야초등학교,초,3
가온초등학교,가온초등학교,초,3
강남초등학교,강남초등학교,초,3
강원도빙상경기연맹,강원도빙상경기연맹,실업,3
강원체육중학교,강원체육중학교,중,3
개운초등학교,개운초등학교,초,3
경기,경기,기타,3
경동대학교,경동대학교,대,3
경명여자중학교,경명여자중학교,중,3
경북개인,경북개인,기타,3
경운초등학교,경운초등학교,초,3
경원초등학교,경원초등학교,초,3
경의초등하교,경의초등하교,기타,3
고명초등학교,고명초등학교,초,3
고양동산초등학교,고양동산초등학교,초,3
고척중학교,고척중학교,중,3
과천문원중학교,과천문원중학교,중,3
광주동성중학교,광주동성중학교,중,3
교동초등학교,교동초등학교,초,3
군포양정초등학교,군포양정초등학교,초,3
금성초등하교,금성초등하교,기타,3
김기문,김기문,기타,3
남문초등학교,남문초등학교,초,3
노곡중학교,노곡중학교,중,3
늘푸른초등학교,늘푸른초등학교,초,3
다산가람초등학교,다산가람초등학교,초,3
다산새봄초등학교,다산새봄초등학교,초,3
달산초,달산초등학교,초,3
대강초등학교,대강초등학교,초,3
대구경신중학교,대구경신중학교,중,3
대구교대안동부설초등,대구교대안동부설초등,기타,3
대구남산초등학교,대구남산초등학교,초,3
대구동부중학교,대구동부중학교,중,3
대구동천초등학교,대구동천초등학교,초,3
대구용계초등학교,대구용계초등학교,초,3
대구중앙초등학교,대구중앙초등학교,초,3
대구칠성초등학교,대구칠성초등학교,초,3
대원대학교,대원대학교,대,3
대전일반,대전일반,기타,3
대전탄방중학교,대전탄방중학교,중,3
대전탄방초등학교,대전탄방초등학교,초,3
대청초등학교,대청초등학교,초,3
덕송초등,덕송초등,기타,3
동구초등학교,동구초등학교,초,3
동산고등학교,동산고등학교,고,3
동양초등학교,동양초등학교,초,3
동원중학교,동원중학교,중,3
동탄중앙초등학교,동탄중앙초등학교,초,3
리라초등,리라초등,기타,3
마재초등학교,마재초등학교,초,3
만송초등학교,만송초등학교,초,3
망우초등학교,망우초등학교,초,3
망월초등학교,망월초등학교,초,3
매송초등학교,매송초등학교,초,3
매안초등학교,매안초등학교,초,3
매원중학교,매원중학교,중,3
매탄초등학교,매탄초등학교,초,3
면동초등학교,면동초등학교,초,3
묘곡초등학교,묘곡초등학교,초,3
문래중학교,문래중학교,중,3
문래초등학교,문래초등학교,초,3
문성중학교,문성중학교,중,3
미금초등학교,미금초등학교,초,3
미사강변초등학교,미사강변초등학교,초,3
바른초등학교,바른초등학교,초,3
반석초등학교,반석초등학교,초,3
반송중학교,반송중학교,중,3
배양초등학교,배양초등학교,초,3
버들중학교,버들중학교,중,3
벌말초등학교,벌말초등학교,초,3
범계초등학교,범계초등학교,초,3
보름초등학교,보름초등학교,초,3
보평중학교,보평중학교,중,3
봉서초등학교,봉서초등학교,초,3
봉의고등학교,봉의고등학교,고,3
부곡중앙중학교,부곡중앙중학교,중,3
부산교대부설초,부산교대부설초등학교,초,3
부산빙상클럽,부산빙상클럽,실업,3
부산예원초등학교,부산예원초등학교,초,3
부안초등학교,부안초등학교,초,3
부용중학교,부용중학교,중,3
부용초등학교,부용초등학교,초,3
분성초등학교,분성초등학교,초,3
불정초등학교,불정초등학교,초,3
산본중학교,산본중학교,중,3
삼봉초등학교,삼봉초등학교,초,3
삼선초등학교,삼선초등학교,초,3
상명사대부초등학교,상명사대부초등학교,초,3
상무초,상무초등학교,초,3
상무초등학교,상무초등학교,초,3
상진초등학교,상진초등학교,초,3
상하초등학교,상하초등학교,초,3
새봄초등학교,새봄초등학교,초,3
서문여자중학교,서문여자중학교,중,3
서울강명초등학교,서울강명초등학교,초,3
서울과학기술대학교,서울과학기술대학교,대,3
서울구암초등학교,서울구암초등학교,초,3
서울금북초등학교,서울금북초등학교,초,3
서울당산초등학교,서울당산초등학교,초,3
서울대광초등학교,서울대광초등학교,초,3
서울대치초등학교,서울대치초등학교,초,3
서울대학교사범대학부설중학교,서울대학교사범대학부설중학교,중,3
서울대학교사범대학부설초등학교,서울대학교사범대학부설초등학교,초,3
서울동산고등학교,서울동산고등학교,고,3
서울동의초등학교,서울동의초등학교,초,3
서울명덕초등학교,서울명덕초등학교,초,3
서울묵현초등학교,서울묵현초등학교,초,3
서울봉화초등학교,서울봉화초등학교,초,3
서울빙상클럽,서울빙상클럽,실업,3
서울삼각산초등학교,서울삼각산초등학교,초,3
서울새솔초등학교,서울새솔초등학교,초,3
서울세검정초등학교,서울세검정초등학교,초,3
서울신곡초등학교,서울신곡초등학교,초,3
서울신내초등학교,서울신내초등학교,초,3
서울여대부속유치원,서울여대부속유치원,기타,3
서울염경초등학교,서울염경초등학교,초,3
